Work ID,Work Category,Work Type,Work Description,State,IDA District,IDA Office,Hon'ble Members of Parliament,Constituency,Recommended Date,Recommended Amount (INR),Sanction Date,Completion Date,Amount Disbursed (INR),Has Image,ratio_disbursed_to_recommended,underspend_pct,has_underspend,days_recommended_to_completion,days_sanction_to_completion
WS/MP18155/2024-2025/158162,Normal/Others,Installing tube-wells and borewells,Repair of Irrigation Tubewell,Punjab,HOSHIARPUR,DEPUTY COMMISSIONER HOSHIARPUR,DR. RAJ KUMAR CHABBEWAL,HOSHIARPUR(SC),2024-12-15,200000.0,2025-01-01,2025-12-31,200000.0,False,1.0,0.0,False,381,364
WS/MP18161/2024-2025/136229,Normal/Others,"Construction of roads, link roads, pathways or any other road with or without drainage system",cc/interlocking sadak with nali nirman karya kuaa se ramkhiladi  ki taraf gram garoo,Rajasthan,ALWAR,DISTRICT COLLECTOR ALWAR,SANJNA JATAV,BHARATPUR(SC),2024-08-18,755904.0,2024-11-28,2025-01-16,755904.0,True,1.0,0.0,False,151,49
WS/MP858/2024-2025/139547,Normal/Others,Providing drains and gutters for public drainage,"Construction of concrete drain from MUKTI MONDAL house to KANTI MONDAL house. at khala, Executing Agency will be EO NANOOR PANCHATY SAMITI.",West Bengal,BIRBHUM,DISTRICT MAGISTRATE BIRBHUM,Asit Kumar Mal,BOLPUR(SC),2024-09-07,1024370.0,2024-12-02,2025-03-03,1024370.0,True,1.0,0.0,False,177,91
WS/MP18161/2024-2025/136230,Normal/Others,Lighting of public spaces,sarwjanik high maast light lagane ka karya gram garoo,Rajasthan,ALWAR,DISTRICT COLLECTOR ALWAR,SANJNA JATAV,BHARATPUR(SC),2024-08-18,489289.0,2024-12-03,2025-05-12,489289.0,True,1.0,0.0,False,267,160
WS/MP18354/2024-2025/160739,Normal/Others,Construction of culverts and bridges,GRAM PANCHAYAT LALITPUR JANGALPARA PAHUNCH MARG ME PULIYA,Chhattisgarh,SURGUJA,Collector Surguja,CHINTAMANI MAHARAJ,SARGUJA(ST),2024-12-22,500000.0,2025-01-02,2025-10-16,500000.0,True,1.0,0.0,False,298,287
WS/MP429/2024-2025/155509,Normal/Others,Construction of common work sheds/ common covered sitting area,"Shed and manch construction at Gram Panchayat - Jhabar , Vikaskhand - Pendra",Chhattisgarh,Gaurela-Pendra-Marwahi,Collector GPM,Jyotsna Charandas Mahant,KORBA,2024-11-27,500000.0,2024-12-30,2026-03-10,500000.0,True,1.0,0.0,False,468,435
WS/MP18161/2024-2025/136668,Normal/Others,"Construction of roads, link roads, pathways or any other road with or without drainage system",cc / interlocking sadak with nali nirman karya ambedkar bhavan se ramjilal jatav ke ghar ki taraf gram -Gahalawata work agency- GP Kuttin sahabdas,Rajasthan,ALWAR,DISTRICT COLLECTOR ALWAR,SANJNA JATAV,BHARATPUR(SC),2024-08-21,998242.0,2024-12-02,2025-01-28,998242.0,True,1.0,0.0,False,160,57
WS/MP18161/2024-2025/136669,Normal/Others,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,shamshan ghat ki chardiwari with gate v anya vikas karya gram -Gahalawata work agency- GP Kuttin sahabdas,Rajasthan,ALWAR,DISTRICT COLLECTOR ALWAR,SANJNA JATAV,BHARATPUR(SC),2024-08-21,493994.0,2024-12-03,2025-01-23,493994.0,True,1.0,0.0,False,155,51
WS/MP18161/2024-2025/136232,Normal/Others,"Construction of roads, link roads, pathways or any other road with or without drainage system",cc/interlocking sadak with nali nirman karya rajesh ramprasad ke ghar se moharsingh jatav v makkhan ke ghar ki taraf gram gahlawata,Rajasthan,ALWAR,DISTRICT COLLECTOR ALWAR,SANJNA JATAV,BHARATPUR(SC),2024-08-18,594786.0,2024-12-03,2025-01-22,594786.0,True,1.0,0.0,False,157,50
WS/MP18338/2024-2025/152358,Normal/Others,Street lights,PROVIDING OF STREET LIGHTS IN BHEEMANAPALLY VILLAGE,Telangana,YADADRI BHUVANAGIRI,DISTRICT COLLECTOR YADADRI BHUVANAGIRI,CHAMALA KIRAN KUMAR REDDY,BHONGIR,2024-11-14,100000.0,2024-12-31,2025-01-02,99855.0,False,0.99855,0.14499999999999513,True,49,2
WS/MP18338/2024-2025/152359,Normal/Others,Street lights,PROVIDING OF STREET LIGHTS IN DANTHURU VILLAGE,Telangana,YADADRI BHUVANAGIRI,DISTRICT COLLECTOR YADADRI BHUVANAGIRI,CHAMALA KIRAN KUMAR REDDY,BHONGIR,2024-11-14,100000.0,2024-12-31,2025-01-02,99855.0,False,0.99855,0.14499999999999513,True,49,2
WS/MP18338/2024-2025/152361,Normal/Others,Street lights,PROVIDING OF STREET LIGHTS IN DHARMAREDDYPALLY VILLAGE,Telangana,YADADRI BHUVANAGIRI,DISTRICT COLLECTOR YADADRI BHUVANAGIRI,CHAMALA KIRAN KUMAR REDDY,BHONGIR,2024-11-14,100000.0,2024-12-31,2025-01-02,99855.0,False,0.99855,0.14499999999999513,True,49,2
WS/MP18338/2024-2025/152362,Normal/Others,Street lights,PROVIDING OF STREET LIGHTS IN DHOTHIGUDEM VILLAGE,Telangana,YADADRI BHUVANAGIRI,DISTRICT COLLECTOR YADADRI BHUVANAGIRI,CHAMALA KIRAN KUMAR REDDY,BHONGIR,2024-11-14,50000.0,2024-12-31,2025-01-03,47364.0,False,0.94728,5.2719999999999985,True,50,3
WS/MP18338/2024-2025/152360,Normal/Others,Street lights,PROVIDING OF STREET LIGHTS IN  DESHMUKHI VILLAGE,Telangana,YADADRI BHUVANAGIRI,DISTRICT COLLECTOR YADADRI BHUVANAGIRI,CHAMALA KIRAN KUMAR REDDY,BHONGIR,2024-11-14,100000.0,2024-12-31,2025-01-02,99855.0,False,0.99855,0.14499999999999513,True,49,2
WS/MP18338/2024-2025/152363,Normal/Others,Street lights,PROVIDING OF STREET LIGHTS IN GOSUKONDA VILLAGE,Telangana,YADADRI BHUVANAGIRI,DISTRICT COLLECTOR YADADRI BHUVANAGIRI,CHAMALA KIRAN KUMAR REDDY,BHONGIR,2024-11-14,100000.0,2024-12-31,2025-01-02,99855.0,False,0.99855,0.14499999999999513,True,49,2
WS/MP18338/2024-2025/152364,Normal/Others,Street lights,PROVIDING OF STREET LIGHTS IN INDRIYALA VILLAGE,Telangana,YADADRI BHUVANAGIRI,DISTRICT COLLECTOR YADADRI BHUVANAGIRI,CHAMALA KIRAN KUMAR REDDY,BHONGIR,2024-11-14,100000.0,2024-12-31,2025-01-02,99855.0,False,0.99855,0.14499999999999513,True,49,2
WS/MP18338/2024-2025/152369,Normal/Others,Street lights,PROVIDING OF STREET LIGHTS IN JULURU VILLAGE,Telangana,YADADRI BHUVANAGIRI,DISTRICT COLLECTOR YADADRI BHUVANAGIRI,CHAMALA KIRAN KUMAR REDDY,BHONGIR,2024-11-14,100000.0,2024-12-31,2025-01-02,99855.0,False,0.99855,0.14499999999999513,True,49,2
WS/MP18338/2024-2025/152374,Normal/Others,Street lights,PROVIDING OF STREET LIGHTS IN KANUMUKULA VILLAGE,Telangana,YADADRI BHUVANAGIRI,DISTRICT COLLECTOR YADADRI BHUVANAGIRI,CHAMALA KIRAN KUMAR REDDY,BHONGIR,2024-11-14,100000.0,2024-12-31,2025-01-02,99855.0,False,0.99855,0.14499999999999513,True,49,2
WS/MP18338/2024-2025/152380,Normal/Others,Street lights,PROVIDING OF STREET LIGHTS IN PEDDAGUDEM VILLAGE,Telangana,YADADRI BHUVANAGIRI,DISTRICT COLLECTOR YADADRI BHUVANAGIRI,CHAMALA KIRAN KUMAR REDDY,BHONGIR,2024-11-14,100000.0,2024-12-31,2025-01-03,99855.0,False,0.99855,0.14499999999999513,True,50,3
WS/MP18211/2024-2025/137325,Normal/Others,"Construction of roads, link roads, pathways or any other road with or without drainage system","Gram - Barwapatti, Vikas khand - Dudehi me main pitch road se Virendra Tiwari ke ghar tak CC road ka nirmaan. lagbhag - 148 meter",Uttar Pradesh,Kushinagar,DISTRICT MAGISTRATE KUSHINAGAR PADRAUNA,SHASHANK MANI,DEORIA,2024-09-11,1167140.0,2024-11-06,2025-08-26,1167140.0,False,1.0,0.0,False,349,293
WS/MP799/2024-2025/154648,Normal/Others,"Construction of roads, link roads, pathways or any other road with or without drainage system",Village Mahuawa adda me gas agency ke bagal se bhartoliya tole tak 250 meter CC Road,Uttar Pradesh,Mahrajganj,DISTRICT MAGISTRAE MAHARAJGANJ,Pankaj Chowdhary,MAHARAJGANJ_UP,2024-11-26,2926872.0,2024-12-11,2026-01-21,2926872.0,False,1.0,0.0,False,421,406
WS/MP799/2024-2025/154649,Normal/Others,"Construction of roads, link roads, pathways or any other road with or without drainage system",Village Parsauni avrar ke khet se green mount school tak 200 meter CC Road,Uttar Pradesh,Mahrajganj,DISTRICT MAGISTRAE MAHARAJGANJ,Pankaj Chowdhary,MAHARAJGANJ_UP,2024-11-26,2714708.0,2024-12-11,2026-01-21,2714708.0,False,1.0,0.0,False,421,406
WS/MP641/2024-2025/153861,Normal/Others,Purchase of mobile water tankers,Purchase of mobile water tanker in village Aamli (Piparkund),Madhya Pradesh,BARWANI,DISTRICT COLLECTOR BADWANI,Gajendra Singh Patel,KHARGONE(ST),2024-11-22,166026.0,2024-12-14,2026-01-22,166026.0,False,1.0,0.0,False,426,404
WS/MP641/2024-2025/153862,Normal/Others,Purchase of mobile water tankers,Purchase of mobile water tanker in village Ambi,Madhya Pradesh,BARWANI,DISTRICT COLLECTOR BADWANI,Gajendra Singh Patel,KHARGONE(ST),2024-11-22,166026.0,2024-12-14,2026-01-23,166026.0,False,1.0,0.0,False,427,405
WS/MP641/2024-2025/153863,Normal/Others,Purchase of mobile water tankers,Purchase of mobile water tanker in village Turkikheda(Kumbhkhet),Madhya Pradesh,BARWANI,DISTRICT COLLECTOR BADWANI,Gajendra Singh Patel,KHARGONE(ST),2024-11-22,166026.0,2024-12-14,2026-01-22,166026.0,False,1.0,0.0,False,426,404
WS/MP641/2024-2025/153864,Normal/Others,Purchase of mobile water tankers,Purchase of mobile water tanker in village Kalakhet (Golpatiwadi),Madhya Pradesh,BARWANI,DISTRICT COLLECTOR BADWANI,Gajendra Singh Patel,KHARGONE(ST),2024-11-22,166026.0,2024-12-14,2026-01-22,166026.0,False,1.0,0.0,False,426,404
WS/MP716/2024-2025/141807,Normal/Others,Improvement of electricity distribution infrastructure,Installation of XLPE Cable by Dismantling 11 K.V line Gadda Dob U.P.C feeder,Punjab,SRI MUKTSAR SAHIB,DEPUTY COMMISSIONER SRI MUKTSAR SAHIB,Smt Harsimrat Kaur Badal,BHATINDA,2024-09-19,105791.0,2024-12-23,2025-07-10,105791.0,True,1.0,0.0,False,294,199
WS/MP641/2024-2025/153865,Normal/Others,Purchase of mobile water tankers,Purchase of mobile water tanker in village Barukhodra,Madhya Pradesh,BARWANI,DISTRICT COLLECTOR BADWANI,Gajendra Singh Patel,KHARGONE(ST),2024-11-22,166026.0,2024-12-14,2026-05-12,166026.0,False,1.0,0.0,False,536,514
WS/MP799/2024-2025/154646,Normal/Others,"Construction of roads, link roads, pathways or any other road with or without drainage system",Village Jungle Gulahariya me sewak maury ke ghar se rajeshwar chauhan ke ghar tak 200 meter CC Road,Uttar Pradesh,Mahrajganj,DISTRICT MAGISTRAE MAHARAJGANJ,Pankaj Chowdhary,MAHARAJGANJ_UP,2024-11-26,2605086.0,2024-12-11,2026-01-21,2605086.0,False,1.0,0.0,False,421,406
WS/MP641/2024-2025/153860,Normal/Others,Purchase of mobile water tankers,Purchase of mobile water tanker in village Bhurwani (Shivni),Madhya Pradesh,BARWANI,DISTRICT COLLECTOR BADWANI,Gajendra Singh Patel,KHARGONE(ST),2024-11-22,166026.0,2024-12-14,2026-01-22,166026.0,False,1.0,0.0,False,426,404
WS/MP641/2024-2025/153866,Normal/Others,Purchase of mobile water tankers,Purchase of mobile water tanker in village Charankheda,Madhya Pradesh,BARWANI,DISTRICT COLLECTOR BADWANI,Gajendra Singh Patel,KHARGONE(ST),2024-11-22,166026.0,2024-12-14,2026-05-12,166026.0,False,1.0,0.0,False,536,514
WS/MP641/2024-2025/153859,Normal/Others,Purchase of mobile water tankers,Purchase of mobile water tanker in village Ubadgrah,Madhya Pradesh,BARWANI,DISTRICT COLLECTOR BADWANI,Gajendra Singh Patel,KHARGONE(ST),2024-11-22,166026.0,2024-12-14,2026-01-22,166026.0,False,1.0,0.0,False,426,404
WS/MP641/2024-2025/153858,Normal/Others,Purchase of mobile water tankers,Purchase of mobile water tanker in village Gudi,Madhya Pradesh,BARWANI,DISTRICT COLLECTOR BADWANI,Gajendra Singh Patel,KHARGONE(ST),2024-11-22,166026.0,2024-12-14,2026-01-22,166026.0,False,1.0,0.0,False,426,404
WS/MP18211/2024-2025/137324,Normal/Others,"Construction of roads, link roads, pathways or any other road with or without drainage system","Gram Sabha- Bichpatwa, Vikas khand- Dudehi me Suresh Tiwari ke ghar se Jawahir ke ghar tak CC road ka nirmaan. lagbhag - 100 meter",Uttar Pradesh,Kushinagar,DISTRICT MAGISTRATE KUSHINAGAR PADRAUNA,SHASHANK MANI,DEORIA,2024-09-11,1174218.0,2024-11-06,2025-09-04,1174218.0,True,1.0,0.0,False,358,302
WS/MP641/2024-2025/153867,Normal/Others,Purchase of mobile water tankers,Purchase of mobile water tanker in village Sukhpuri,Madhya Pradesh,BARWANI,DISTRICT COLLECTOR BADWANI,Gajendra Singh Patel,KHARGONE(ST),2024-11-22,166026.0,2024-12-14,2026-05-12,166026.0,False,1.0,0.0,False,536,514
WS/MP18313/2024-2025/147437,Normal/Others,Construction of community centers and community halls,barwala bheruji sira bavsi par biradari nirman kary,Rajasthan,BANSWARA,DISTRICT COLLECTOR BANSWARA,RAJ KUMAR ROAT,BANSWARA(ST),2024-10-15,998150.0,2024-12-13,2026-01-08,998150.0,False,1.0,0.0,False,450,391
WS/MP641/2024-2025/153868,Normal/Others,Purchase of mobile water tankers,Purchase of mobile water tanker in village Jholpipri,Madhya Pradesh,BARWANI,DISTRICT COLLECTOR BADWANI,Gajendra Singh Patel,KHARGONE(ST),2024-11-22,166026.0,2024-12-14,2026-01-22,166026.0,False,1.0,0.0,False,426,404
WS/MP641/2024-2025/153869,Normal/Others,Purchase of mobile water tankers,Purchase of mobile water tanker in village Mohipura,Madhya Pradesh,BARWANI,DISTRICT COLLECTOR BADWANI,Gajendra Singh Patel,KHARGONE(ST),2024-11-22,166026.0,2024-12-14,2026-01-23,166026.0,False,1.0,0.0,False,427,405
WS/MP641/2024-2025/153870,Normal/Others,Purchase of mobile water tankers,Purchase of mobile water tanker in village Badsalay (Barufatak),Madhya Pradesh,BARWANI,DISTRICT COLLECTOR BADWANI,Gajendra Singh Patel,KHARGONE(ST),2024-11-22,166026.0,2024-12-14,2026-01-23,166026.0,False,1.0,0.0,False,427,405
WS/MP641/2024-2025/153871,Normal/Others,Purchase of mobile water tankers,Purchase of mobile water tanker in village TalwadaDeb,Madhya Pradesh,BARWANI,DISTRICT COLLECTOR BADWANI,Gajendra Singh Patel,KHARGONE(ST),2024-11-22,166026.0,2024-12-14,2026-01-23,166026.0,False,1.0,0.0,False,427,405
WS/MP641/2024-2025/153872,Normal/Others,Purchase of mobile water tankers,Purchase of mobile water tanker in village Haribad,Madhya Pradesh,BARWANI,DISTRICT COLLECTOR BADWANI,Gajendra Singh Patel,KHARGONE(ST),2024-11-22,166026.0,2024-12-14,2026-01-23,166026.0,False,1.0,0.0,False,427,405
WS/MP641/2024-2025/153873,Normal/Others,Purchase of mobile water tankers,Purchase of mobile water tanker in village Badgaon,Madhya Pradesh,BARWANI,DISTRICT COLLECTOR BADWANI,Gajendra Singh Patel,KHARGONE(ST),2024-11-22,166026.0,2024-12-14,2026-01-23,166026.0,False,1.0,0.0,False,427,405
WS/MP641/2024-2025/153857,Normal/Others,Purchase of mobile water tankers,Purchase of mobile water tanker in village Palwat,Madhya Pradesh,BARWANI,DISTRICT COLLECTOR BADWANI,Gajendra Singh Patel,KHARGONE(ST),2024-11-22,166026.0,2024-12-14,2026-01-22,166026.0,False,1.0,0.0,False,426,404
WS/MP641/2024-2025/147816,Normal/Others,Purchase of mobile water tankers,Purchase of mobile GI water tanker for village Kunwa,Madhya Pradesh,BARWANI,DISTRICT COLLECTOR BADWANI,Gajendra Singh Patel,KHARGONE(ST),2024-10-16,166026.0,2024-10-25,2026-03-13,166026.0,False,1.0,0.0,False,513,504
WS/MP641/2024-2025/147815,Normal/Others,Purchase of mobile water tankers,Purchase of mobile GI water tanker for village Takli,Madhya Pradesh,BARWANI,DISTRICT COLLECTOR BADWANI,Gajendra Singh Patel,KHARGONE(ST),2024-10-16,166026.0,2024-10-25,2026-03-13,166026.0,False,1.0,0.0,False,513,504
WS/MP761/2024-2025/146571,Normal/Others,Construction of community centers and community halls,Construction of Community hall in Swarnakara Sangham in Virat Nagar Ailapur road at Ward No  10 in Korutla town,Telangana,Jagitial,DISTRICT COLLECTOR JAGTIAL,Arvind Dharmapuri,NIZAMABAD,2024-10-09,400000.0,2024-12-31,2025-08-19,356878.0,False,0.892195,10.780500000000004,True,314,231
WS/MP641/2024-2025/147814,Normal/Others,Purchase of mobile water tankers,Purchase of mobile GI water tanker for village Sagbara,Madhya Pradesh,BARWANI,DISTRICT COLLECTOR BADWANI,Gajendra Singh Patel,KHARGONE(ST),2024-10-16,166026.0,2024-10-25,2026-01-22,166026.0,True,1.0,0.0,False,463,454
WS/MP641/2024-2025/147813,Normal/Others,Purchase of mobile water tankers,Purchase of mobile GI water tanker for village Bhadal,Madhya Pradesh,BARWANI,DISTRICT COLLECTOR BADWANI,Gajendra Singh Patel,KHARGONE(ST),2024-10-16,166026.0,2024-10-25,2026-01-22,166026.0,False,1.0,0.0,False,463,454
WS/MP641/2024-2025/147812,Normal/Others,Purchase of mobile water tankers,Purchase of mobile GI water tanker for village Jiwani,Madhya Pradesh,BARWANI,DISTRICT COLLECTOR BADWANI,Gajendra Singh Patel,KHARGONE(ST),2024-10-16,166026.0,2024-10-25,2026-01-22,166026.0,False,1.0,0.0,False,463,454
WS/MP641/2024-2025/147811,Normal/Others,Purchase of mobile water tankers,Purchase of mobile GI water tanker for village Kherwani,Madhya Pradesh,BARWANI,DISTRICT COLLECTOR BADWANI,Gajendra Singh Patel,KHARGONE(ST),2024-10-16,166026.0,2024-10-25,2026-01-22,166026.0,False,1.0,0.0,False,463,454
WS/MP641/2024-2025/147810,Normal/Others,Purchase of mobile water tankers,Purchase of mobile GI water tanker for village Megha,Madhya Pradesh,BARWANI,DISTRICT COLLECTOR BADWANI,Gajendra Singh Patel,KHARGONE(ST),2024-10-16,166026.0,2024-10-25,2026-01-22,166026.0,False,1.0,0.0,False,463,454
WS/MP641/2024-2025/147809,Normal/Others,Purchase of mobile water tankers,Purchase of mobile GI water tanker for village Borkund,Madhya Pradesh,BARWANI,DISTRICT COLLECTOR BADWANI,Gajendra Singh Patel,KHARGONE(ST),2024-10-16,166026.0,2024-10-25,2026-01-22,166026.0,False,1.0,0.0,False,463,454
WS/MP641/2024-2025/147806,Normal/Others,Purchase of mobile water tankers,Purchase of mobile water tanker for village Dhanora,Madhya Pradesh,BARWANI,DISTRICT COLLECTOR BADWANI,Gajendra Singh Patel,KHARGONE(ST),2024-10-16,139388.0,2024-10-25,2026-03-13,139388.0,False,1.0,0.0,False,513,504
WS/MP429/2024-2025/157869,Normal/Others,Construction of community centers and community halls,"Manch construction at Amali Bahra in Gram Panchayat - Kumhari Darri, Vikas Khand - Poundi Uproda",Chhattisgarh,KORBA,Collector-Korba,Jyotsna Charandas Mahant,KORBA,2024-12-10,250000.0,2024-12-30,2026-08-10,250000.0,True,1.0,0.0,False,608,588
WS/MP641/2024-2025/147808,Normal/Others,Purchase of mobile water tankers,Purchase of mobile GI water tanker for village Muvaswada,Madhya Pradesh,BARWANI,DISTRICT COLLECTOR BADWANI,Gajendra Singh Patel,KHARGONE(ST),2024-10-16,166026.0,2024-10-25,2026-01-22,166026.0,False,1.0,0.0,False,463,454
WS/MP641/2024-2025/147807,Normal/Others,Purchase of mobile water tankers,Purchase of mobile GI water tanker for village Chouki,Madhya Pradesh,BARWANI,DISTRICT COLLECTOR BADWANI,Gajendra Singh Patel,KHARGONE(ST),2024-10-16,166026.0,2024-10-25,2026-01-22,166026.0,False,1.0,0.0,False,463,454
WS/MP18211/2024-2025/137322,Normal/Others,"Construction of roads, link roads, pathways or any other road with or without drainage system","Gram Sabha - Bariyarpur, Vikas Khand - Sewrahi me Gaurishankar Mishr ke khet se Suryadev Prasad ke khet tak CC road ka nirmaan. Lagbhag-152 meter",Uttar Pradesh,Kushinagar,DISTRICT MAGISTRATE KUSHINAGAR PADRAUNA,SHASHANK MANI,DEORIA,2024-09-11,1176814.0,2024-11-06,2025-09-04,1176814.0,True,1.0,0.0,False,358,302
WS/MP18211/2024-2025/137323,Normal/Others,"Construction of roads, link roads, pathways or any other road with or without drainage system","Gram sabha - Darogadih, Vikas Khand - Dudehi me Durgasthan se Ashok Patel ke ghar tak CC road ka nirmaan. lagbhag-130 meter",Uttar Pradesh,Kushinagar,DISTRICT MAGISTRATE KUSHINAGAR PADRAUNA,SHASHANK MANI,DEORIA,2024-09-11,1176932.0,2024-11-06,2025-09-04,1176932.0,True,1.0,0.0,False,358,302
WS/MP18155/2024-2025/159298,Normal/Others,Installing tube-wells and borewells,Installation / Repair of Irrigation Tubewell,Punjab,HOSHIARPUR,DEPUTY COMMISSIONER HOSHIARPUR,DR. RAJ KUMAR CHABBEWAL,HOSHIARPUR(SC),2024-12-18,200000.0,2025-01-02,2025-12-31,200000.0,False,1.0,0.0,False,378,363
WS/MP828/2024-2025/150670,Normal/Others,Street lights,"09 nos. Solar Light 6m near: 1)H/O Subodh Biswas 2) H/O Subhash Dhali 3) H/O Ripan Hazra 4) H/O Kumaresh Paul 5) H/O Santosh Roy 6) H/O Bhabotosh Biswas 7) H/O Satya Mandal 8) H/O Akhil Senapati  9) H/O Samir Biswas  under Kamalpur GP, Ranaghat -II Block Development.",West Bengal,NADIA,DISTRICT MAGISTRATE NADIA,Jagannath Sarkar,RANAGHAT(SC),2024-11-05,281980.0,2024-12-18,2025-06-23,281980.0,True,1.0,0.0,False,230,187
WS/MP18335/2024-2025/152917,Normal/Others,"Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides",Guardwall Construction work,Chhattisgarh,JASHPUR,DISTRICT COLLECTOR JASHPUR,RADHE SHYAM RATHIYA,RAIGARH(ST),2024-11-17,500000.0,2024-12-23,2025-09-18,500000.0,True,1.0,0.0,False,305,269
WS/MP828/2024-2025/150672,Normal/Others,Street lights,"09 nos. Solar Light 6m near : 1) H/O Biswajit Biswas 2) H/O Ashok Pare 3) H/O Ajit Ranga 4) H/O Pravash Biswas 5) H/O Ganesh Biswas 6) H/O Shila Biswas 7) H/O Goutam Sarkar 8) Nabarun Sangha 9) Purbapara Tarun Sangha under Kamalpur GP, Ranaghat -II Block Development.",West Bengal,NADIA,DISTRICT MAGISTRATE NADIA,Jagannath Sarkar,RANAGHAT(SC),2024-11-05,281980.0,2024-12-18,2025-06-23,281980.0,True,1.0,0.0,False,230,187
WS/MP828/2024-2025/150673,Normal/Others,Street lights,"09 nos. Solar Light 6m near : 1) H/O Jharna Biswas 2)  H/O Basudeb Saha 3) H/O Naresh Biswas 4)  H/O Mihir Das 5) Roypara Kali Mandir 6)H/O Sudhanshu Sarkar 7) H/O Nirmal Roy 8) H/O Debu Biswas 9) H/O Sunil Golder  under Kamalpur GP, Ranaghat -II Block Development",West Bengal,NADIA,DISTRICT MAGISTRATE NADIA,Jagannath Sarkar,RANAGHAT(SC),2024-11-05,281980.0,2024-12-18,2025-06-23,281980.0,True,1.0,0.0,False,230,187
WS/MP828/2024-2025/150674,Normal/Others,Street lights,"09 nos. Solar Light 6m near: 1) H/O Dulal Das 2) H/O Jiten Roy 3) H/O Hridoy Roy 4) H/O Pradip Tikadar 5) H/O Babu Biswas  6) H/O Chhita Roy 7)  H/O Bhedu  Biswas 8) H/O Asim Biswas 9) H/O Kuti Biswas under Kamalpur GP, Ranaghat -II Block Development.",West Bengal,NADIA,DISTRICT MAGISTRATE NADIA,Jagannath Sarkar,RANAGHAT(SC),2024-11-05,281980.0,2024-12-18,2025-06-23,281980.0,True,1.0,0.0,False,230,187
WS/MP18338/2024-2025/152365,Normal/Others,Street lights,PROVIDING OF STREET LIGHTS IN JAGATHPALLY VILLAGE,Telangana,YADADRI BHUVANAGIRI,DISTRICT COLLECTOR YADADRI BHUVANAGIRI,CHAMALA KIRAN KUMAR REDDY,BHONGIR,2024-11-14,70000.0,2024-12-31,2025-01-03,69861.0,False,0.9980142857142857,0.19857142857142573,True,50,3
WS/MP18338/2024-2025/152366,Normal/Others,Street lights,PROVIDING OF STREET LIGHTS IN JALALPUR VILLAGE,Telangana,YADADRI BHUVANAGIRI,DISTRICT COLLECTOR YADADRI BHUVANAGIRI,CHAMALA KIRAN KUMAR REDDY,BHONGIR,2024-11-14,70000.0,2024-12-31,2025-01-03,69861.0,False,0.9980142857142857,0.19857142857142573,True,50,3
WS/MP18338/2024-2025/152367,Normal/Others,Street lights,PROVIDING OF STREET LIGHTS IN JIBLAKPALLY VILLAGE,Telangana,YADADRI BHUVANAGIRI,DISTRICT COLLECTOR YADADRI BHUVANAGIRI,CHAMALA KIRAN KUMAR REDDY,BHONGIR,2024-11-14,70000.0,2024-12-31,2025-01-03,69861.0,False,0.9980142857142857,0.19857142857142573,True,50,3
WS/MP18338/2024-2025/152376,Normal/Others,Street lights,PROVIDING OF STREET LIGHTS IN KHAPRAIPALLI VILLAGE,Telangana,YADADRI BHUVANAGIRI,DISTRICT COLLECTOR YADADRI BHUVANAGIRI,CHAMALA KIRAN KUMAR REDDY,BHONGIR,2024-11-14,70000.0,2024-12-31,2025-01-03,69861.0,False,0.9980142857142857,0.19857142857142573,True,50,3
WS/MP18338/2024-2025/152379,Normal/Others,Street lights,PROVIDING OF STREET LIGHTS IN MEHARNAGAR VILLAGE,Telangana,YADADRI BHUVANAGIRI,DISTRICT COLLECTOR YADADRI BHUVANAGIRI,CHAMALA KIRAN KUMAR REDDY,BHONGIR,2024-11-14,70000.0,2024-12-31,2025-01-03,69861.0,False,0.9980142857142857,0.19857142857142573,True,50,3
WS/MP18338/2024-2025/152383,Normal/Others,Street lights,PROVIDING OF STREET LIGHTS IN PEDDA RAVULAPALLY VILLAGE,Telangana,YADADRI BHUVANAGIRI,DISTRICT COLLECTOR YADADRI BHUVANAGIRI,CHAMALA KIRAN KUMAR REDDY,BHONGIR,2024-11-14,70000.0,2024-12-31,2025-01-03,69861.0,False,0.9980142857142857,0.19857142857142573,True,50,3
WS/MP18019/2024-2025/153297,Normal/Others,Construction of bus-sheds or bus-stops,"Construction of Waiting Shed near DIG Office Complex, Diphu",Assam,KARBI ANGLONG,DEPUTY COMMISSIONER KARBI ANGLONG,AMARSING TISSO,Diphu (ST),2024-11-20,500000.0,2024-12-03,2025-08-27,496993.0,True,0.993986,0.6013999999999964,True,280,267
WS/MP761/2024-2025/146750,Normal/Others,Construction of community centers and community halls,Construction of Community hall in Adarsh Nagar near Shalivahana kummari wada at Ward No 8 in Koratla town,Telangana,Jagitial,DISTRICT COLLECTOR JAGTIAL,Arvind Dharmapuri,NIZAMABAD,2024-10-11,300000.0,2024-12-19,2025-08-19,267659.0,False,0.8921966666666666,10.780333333333337,True,312,243
WS/MP641/2024-2025/137265,Normal/Others,Construction of additional rooms and halls in the existing public and community building,Construction of additional room existing building in village Panya,Madhya Pradesh,BARWANI,DISTRICT COLLECTOR BADWANI,Gajendra Singh Patel,KHARGONE(ST),2024-08-27,500000.0,2024-12-18,2025-07-08,500000.0,False,1.0,0.0,False,315,202
